peer,KPI,sort,average,Product,Value,Rank,group,Hierarchy1,last,Code
Embedded Analytics Focus,Location Intelligence,28,5.284400266,MicroStrategy,9.51262692,2,2,,,
Embedded Analytics Focus,Location Intelligence,28,5.284400266,Oracle Analytics Cloud,3.694610778,11,2,,,
Embedded Analytics Focus,Location Intelligence,28,5.284400266,Pyramid,8.12239521,3,2,,,
Embedded Analytics Focus,Location Intelligence,28,5.284400266,Qlik Sense,5.125621098,6,2,,,
Embedded Analytics Focus,Location Intelligence,28,5.284400266,Tableau,10,1,2,,,
Embedded Analytics Focus,Location Intelligence,28,5.284400266,TARGIT,5.26065516,5,2,,,
Embedded Analytics Focus,Location Intelligence,28,5.284400266,Zoho Analytics,3.123752495,13,2,,,
Embedded Analytics Focus,Mobile BI,29,6.098277009,Domo,10,1,2,,,
Embedded Analytics Focus,Mobile BI,29,6.098277009,Dundas,6.378012545,7,2,,,
Embedded Analytics Focus,Mobile BI,29,6.098277009,Entrinsik,1.560085837,14,2,,,
Embedded Analytics Focus,Mobile BI,29,6.098277009,IBM Cog. Analytics,9.289270386,2,2,,,
Embedded Analytics Focus,Mobile BI,29,6.098277009,Logi Analytics,2.545064378,13,2,,,
Embedded Analytics Focus,Mobile BI,29,6.098277009,Looker,3.903655468,12,2,,,
Embedded Analytics Focus,Mobile BI,29,6.098277009,Microsoft Power BI,7.754291845,6,2,,,
Embedded Analytics Focus,Mobile BI,29,6.098277009,MicroStrategy,9.018070928,3,2,,,
Embedded Analytics Focus,Mobile BI,29,6.098277009,Oracle Analytics Cloud,8.477007971,4,2,,,
Embedded Analytics Focus,Mobile BI,29,6.098277009,Pyramid,5.409871245,8,2,,,
Embedded Analytics Focus,Mobile BI,29,6.098277009,Qlik Sense,4.048594767,10,2,,,
Embedded Analytics Focus,Mobile BI,29,6.098277009,Tableau,4.034947885,11,2,,,
Embedded Analytics Focus,Mobile BI,29,6.098277009,TARGIT,7.911031203,5,2,,,
Embedded Analytics Focus,Mobile BI,29,6.098277009,Zoho Analytics,5.045973667,9,2,,,
Embedded Analytics Focus,Operational BI,30,6.272130351,Domo,5.397362447,9,2,,,
Embedded Analytics Focus,Operational BI,30,6.272130351,Dundas,9.279104962,2,2,,,
Embedded Analytics Focus,Operational BI,30,6.272130351,Entrinsik,10,1,2,,,
Embedded Analytics Focus,Operational BI,30,6.272130351,IBM Cog. Analytics,4.486341245,12,2,,,
Embedded Analytics Focus,Operational BI,30,6.272130351,Logi Analytics,5.635020152,8,2,,,
Embedded Analytics Focus,Operational BI,30,6.272130351,Looker,7.615501027,5,2,,,
Embedded Analytics Focus,Operational BI,30,6.272130351,Microsoft Power BI,2.980640515,14,2,,,
Embedded Analytics Focus,Operational BI,30,6.272130351,MicroStrategy,6.441539385,6,2,,,
Embedded Analytics Focus,Operational BI,30,6.272130351,Oracle Analytics Cloud,7.932377967,4,2,,,
Embedded Analytics Focus,Operational BI,30,6.272130351,Pyramid,8.020737883,3,2,,,
Embedded Analytics Focus,Operational BI,30,6.272130351,Qlik Sense,3.768416928,13,2,,,
Embedded Analytics Focus,Operational BI,30,6.272130351,Tableau,5.922189879,7,2,,,
Embedded Analytics Focus,Operational BI,30,6.272130351,TARGIT,4.996865204,11,2,,,
Embedded Analytics Focus,Operational BI,30,6.272130351,Zoho Analytics,5.333727324,10,2,,,
Embedded Analytics Focus,Embedded BI,31,6.071951672,Domo,1,14,2,,,
Embedded Analytics Focus,Embedded BI,31,6.071951672,Dundas,7.39948287,4,2,,,
Embedded Analytics Focus,Embedded BI,31,6.071951672,Entrinsik,7.032048447,5,2,,,
Embedded Analytics Focus,Embedded BI,31,6.071951672,IBM Cog. Analytics,4.816418875,10,2,,,
Embedded Analytics Focus,Embedded BI,31,6.071951672,Logi Analytics,10,1,2,,,
Embedded Analytics Focus,Embedded BI,31,6.071951672,Looker,8.542964135,3,2,,,
Embedded Analytics Focus,Embedded BI,31,6.071951672,Microsoft Power BI,3.626164225,13,2,,,
Embedded Analytics Focus,Embedded BI,31,6.071951672,MicroStrategy,4.257918552,11,2,,,
Embedded Analytics Focus,Embedded BI,31,6.071951672,Oracle Analytics Cloud,9.842921784,2,2,,,
Embedded Analytics Focus,Embedded BI,31,6.071951672,Pyramid,6.701357466,6,2,,,
Embedded Analytics Focus,Embedded BI,31,6.071951672,Qlik Sense,3.965156286,12,2,,,
Embedded Analytics Focus,Embedded BI,31,6.071951672,Tableau,5.752960691,8,2,,,
Embedded Analytics Focus,Embedded BI,31,6.071951672,TARGIT,5.65416936,9,2,,,
Embedded Analytics Focus,Embedded BI,31,6.071951672,Zoho Analytics,6.41576071,7,2,,,
Embedded Analytics Focus,Competitiveness,32,4.96080624,Domo,4.621430123,9,1,,,
Embedded Analytics Focus,Competitiveness,32,4.96080624,Dundas,4.831773456,8,1,,,
Embedded Analytics Focus,Competitiveness,32,4.96080624,Entrinsik,6.049629785,5,1,,,
Embedded Analytics Focus,Competitiveness,32,4.96080624,IBM Cog. Analytics,2.935600797,13,1,,,
Embedded Analytics Focus,Competitiveness,32,4.96080624,Logi Analytics,6.334976951,2,1,,,
Embedded Analytics Focus,Competitiveness,32,4.96080624,Looker,2.635544627,14,1,,,
Embedded Analytics Focus,Competitiveness,32,4.96080624,Microsoft Power BI,6.77380389,1,1,,,
Embedded Analytics Focus,Competitiveness,32,4.96080624,MicroStrategy,5.923137607,6,1,,,
Embedded Analytics Focus,Competitiveness,32,4.96080624,Oracle Analytics Cloud,3.600797431,12,1,,,
Embedded Analytics Focus,Competitiveness,32,4.96080624,Pyramid,3.637186875,11,1,,,
Embedded Analytics Focus,Competitiveness,32,4.96080624,Qlik Sense,6.247221816,4,1,,,
Embedded Analytics Focus,Competitiveness,32,4.96080624,Tableau,5.088817222,7,1,,,
Embedded Analytics Focus,Competitiveness,32,4.96080624,TARGIT,6.312125044,3,1,,,
Embedded Analytics Focus,Competitiveness,32,4.96080624,Zoho Analytics,4.459241732,10,1,,,
Embedded Analytics Focus,Considered for Purchase,33,3.796687804,Domo,2.141786987,8,2,,,
Embedded Analytics Focus,Considered for Purchase,33,3.796687804,Dundas,1.570893494,9,2,,,
Embedded Analytics Focus,Considered for Purchase,33,3.796687804,Entrinsik,1.081556213,14,2,,,
Embedded Analytics Focus,Considered for Purchase,33,3.796687804,IBM Cog. Analytics,5.839001994,4,2,,,
Embedded Analytics Focus,Considered for Purchase,33,3.796687804,Logi Analytics,1.380595662,11,2,,,
Embedded Analytics Focus,Considered for Purchase,33,3.796687804,Looker,3.310759379,6,2,,,
Embedded Analytics Focus,Considered for Purchase,33,3.796687804,Microsoft Power BI,10,1,2,,,
Embedded Analytics Focus,Considered for Purchase,33,3.796687804,MicroStrategy,3.854467468,5,2,,,
Embedded Analytics Focus,Considered for Purchase,33,3.796687804,Oracle Analytics Cloud,2.332084818,7,2,,,
Embedded Analytics Focus,Considered for Purchase,33,3.796687804,Pyramid,1.48933728,10,2,,,
Embedded Analytics Focus,Considered for Purchase,33,3.796687804,Qlik Sense,7.714794901,3,2,,,
Embedded Analytics Focus,Considered for Purchase,33,3.796687804,Tableau,9.921828369,2,2,,,
Embedded Analytics Focus,Considered for Purchase,33,3.796687804,TARGIT,1.271854045,12,2,,,
Embedded Analytics Focus,Considered for Purchase,33,3.796687804,Zoho Analytics,1.24466864,13,2,,,
Embedded Analytics Focus,Competitive Win Rate,34,5.736885197,Domo,6.274525547,7,2,,,
Embedded Analytics Focus,Competitive Win Rate,34,5.736885197,Dundas,7.005693431,5,2,,,
Embedded Analytics Focus,Competitive Win Rate,34,5.736885197,Entrinsik,9.361678832,3,2,,,
Embedded Analytics Focus,Competitive Win Rate,34,5.736885197,IBM Cog. Analytics,1,14,2,,,
Embedded Analytics Focus,Competitive Win Rate,34,5.736885197,Logi Analytics,9.63789781,2,2,,,
Embedded Analytics Focus,Competitive Win Rate,34,5.736885197,Looker,2.18540146,12,2,,,
Embedded Analytics Focus,Competitive Win Rate,34,5.736885197,Microsoft Power BI,4.623006483,10,2,,,
Embedded Analytics Focus,Competitive Win Rate,34,5.736885197,MicroStrategy,7.302251034,4,2,,,
Embedded Analytics Focus,Competitive Win Rate,34,5.736885197,Oracle Analytics Cloud,4.446605839,11,2,,,
Embedded Analytics Focus,Competitive Win Rate,34,5.736885197,Pyramid,5.069086605,9,2,,,
Embedded Analytics Focus,Competitive Win Rate,34,5.736885197,Qlik Sense,5.268839759,8,2,,,
Embedded Analytics Focus,Competitive Win Rate,34,5.736885197,Tableau,1.86680979,13,2,,,
Embedded Analytics Focus,Competitive Win Rate,34,5.736885197,TARGIT,9.672305711,1,2,,,
Embedded Analytics Focus,Competitive Win Rate,34,5.736885197,Zoho Analytics,6.602290461,6,2,,,
Business Software Generalists,Business Value,1,5.761092599,IBM Cog. Analytics,2.725140532,13,1,,,
Business Software Generalists,Business Value,1,5.761092599,IBM Plan. Analytics,7.281392572,5,1,,,
Business Software Generalists,Business Value,1,5.761092599,InfoZoom,8.942907305,1,1,,,
Business Software Generalists,Business Value,1,5.761092599,Logi Analytics,7.092219297,6,1,,,
Business Software Generalists,Business Value,1,5.761092599,Looker,7.66019465,3,1,,,
Business Software Generalists,Business Value,1,5.761092599,Microsoft Excel,2.91603186,12,1,,,
Business Software Generalists,Business Value,1,5.761092599,Microsoft Power BI,4.740416218,8,1,,,
Business Software Generalists,Business Value,1,5.761092599,Oracle Analytics Cloud,6.111521759,7,1,,,
Business Software Generalists,Business Value,1,5.761092599,SAP Analytics Cloud,3.892258549,10,1,,,
Business Software Generalists,Business Value,1,5.761092599,SAP BO BI,3.062182262,11,1,,,
Business Software Generalists,Business Value,1,5.761092599,Serviceware Perf.,8.467385758,2,1,,,
Business Software Generalists,Business Value,1,5.761092599,Tableau,4.585958152,9,1,,,
Business Software Generalists,Business Value,1,5.761092599,Zoho Analytics,7.41659487,4,1,,,
Business Software Generalists,Business Benefits,2,5.997603202,IBM Cog. Analytics,4.208901753,10,2,,,
Business Software Generalists,Business Benefits,2,5.997603202,IBM Plan. Analytics,8.403236138,5,2,,,
Business Software Generalists,Business Benefits,2,5.997603202,InfoZoom,7.88581461,6,2,,,
Business Software Generalists,Business Benefits,2,5.997603202,Logi Analytics,7.12365737,7,2,,,
Business Software Generalists,Business Benefits,2,5.997603202,Looker,9.282630667,1,2,,,
Business Software Generalists,Business Benefits,2,5.997603202,Microsoft Excel,1,13,2,,,
Business Software Generalists,Business Benefits,2,5.997603202,Microsoft Power BI,4.657367998,8,2,,,
Business Software Generalists,Business Benefits,2,5.997603202,Oracle Analytics Cloud,8.504890287,4,2,,,
Business Software Generalists,Business Benefits,2,5.997603202,SAP Analytics Cloud,3.515105062,11,2,,,
Business Software Generalists,Business Benefits,2,5.997603202,SAP BO BI,1.348905075,12,2,,,
Business Software Generalists,Business Benefits,2,5.997603202,Serviceware Perf.,8.696137921,3,2,,,
Business Software Generalists,Business Benefits,2,5.997603202,Tableau,4.50169353,9,2,,,
Business Software Generalists,Business Benefits,2,5.997603202,Zoho Analytics,8.840501215,2,2,,,
Business Software Generalists,Project Success,3,5.488442767,IBM Cog. Analytics,1,13,2,,,
Business Software Generalists,Project Success,3,5.488442767,IBM Plan. Analytics,8.739323509,3,2,,,
Business Software Generalists,Project Success,3,5.488442767,InfoZoom,10,1,2,,,
Business Software Generalists,Project Success,3,5.488442767,Logi Analytics,6.706614115,4,2,,,
Business Software Generalists,Project Success,3,5.488442767,Looker,4.438600813,10,2,,,
Business Software Generalists,Project Success,3,5.488442767,Microsoft Excel,2.983727764,12,2,,,
Business Software Generalists,Project Success,3,5.488442767,Microsoft Power BI,5.100784273,5,2,,,
Business Software Generalists,Project Success,3,5.488442767,Oracle Analytics Cloud,4.658085971,6,2,,,
Business Software Generalists,Project Success,3,5.488442767,SAP Analytics Cloud,4.438600813,9,2,,,
Business Software Generalists,Project Success,3,5.488442767,SAP BO BI,4.564545873,8,2,,,
Business Software Generalists,Project Success,3,5.488442767,Serviceware Perf.,9.779406331,2,2,,,
Business Software Generalists,Project Success,3,5.488442767,Tableau,4.580046804,7,2,,,
Business Software Generalists,Project Success,3,5.488442767,Zoho Analytics,4.360019707,11,2,,,
Business Software Generalists,Project Length,4,5.596860452,IBM Cog. Analytics,1.724137931,12,2,,,
Business Software Generalists,Project Length,4,5.596860452,IBM Plan. Analytics,1,13,2,,,
Business Software Generalists,Project Length,4,5.596860452,InfoZoom,10,1,2,,,
Business Software Generalists,Project Length,4,5.596860452,Logi Analytics,7.769115442,5,2,,,
Business Software Generalists,Project Length,4,5.596860452,Looker,9.236074271,3,2,,,
Business Software Generalists,Project Length,4,5.596860452,Microsoft Excel,8.528735632,4,2,,,
Business Software Generalists,Project Length,4,5.596860452,Microsoft Power BI,4.268824771,9,2,,,
Business Software Generalists,Project Length,4,5.596860452,Oracle Analytics Cloud,1.838287753,11,2,,,
Business Software Generalists,Project Length,4,5.596860452,SAP Analytics Cloud,3.931034483,10,2,,,
Business Software Generalists,Project Length,4,5.596860452,SAP BO BI,5.197286603,6,2,,,
Business Software Generalists,Project Length,4,5.596860452,Serviceware Perf.,5.157088123,7,2,,,
Business Software Generalists,Project Length,4,5.596860452,Tableau,4.850574713,8,2,,,
Business Software Generalists,Project Length,4,5.596860452,Zoho Analytics,9.258026159,2,2,,,
Business Software Generalists,Customer Satisfaction,5,5.341487349,IBM Cog. Analytics,1.792727118,13,1,,,
Business Software Generalists,Customer Satisfaction,5,5.341487349,IBM Plan. Analytics,6.881648633,5,1,,,
Business Software Generalists,Customer Satisfaction,5,5.341487349,InfoZoom,8.65852808,1,1,,,
Business Software Generalists,Customer Satisfaction,5,5.341487349,Logi Analytics,5.829055333,6,1,,,
Business Software Generalists,Customer Satisfaction,5,5.341487349,Looker,7.794724119,3,1,,,
Business Software Generalists,Customer Satisfaction,5,5.341487349,Microsoft Excel,3.059846603,11,1,,,
Business Software Generalists,Customer Satisfaction,5,5.341487349,Microsoft Power BI,5.247414784,7,1,,,
Business Software Generalists,Customer Satisfaction,5,5.341487349,Oracle Analytics Cloud,7.127116295,4,1,,,
Business Software Generalists,Customer Satisfaction,5,5.341487349,SAP Analytics Cloud,4.015076253,9,1,,,
Business Software Generalists,Customer Satisfaction,5,5.341487349,SAP BO BI,3.010254602,12,1,,,
Business Software Generalists,Customer Satisfaction,5,5.341487349,Serviceware Perf.,7.963076821,2,1,,,
Business Software Generalists,Customer Satisfaction,5,5.341487349,Tableau,3.712520098,10,1,,,
Business Software Generalists,Customer Satisfaction,5,5.341487349,Zoho Analytics,4.347346792,8,1,,,
Business Software Generalists,Price to Value,6,5.387972272,IBM Cog. Analytics,1,13,2,,,
Business Software Generalists,Price to Value,6,5.387972272,IBM Plan. Analytics,5.579881657,9,2,,,
Business Software Generalists,Price to Value,6,5.387972272,InfoZoom,7.40454687,3,2,,,
Business Software Generalists,Price to Value,6,5.387972272,Logi Analytics,6.51183432,7,2,,,
Business Software Generalists,Price to Value,6,5.387972272,Looker,5.846153846,8,2,,,
Business Software Generalists,Price to Value,6,5.387972272,Microsoft Excel,6.911242604,4,2,,,
Business Software Generalists,Price to Value,6,5.387972272,Microsoft Power BI,6.89972813,5,2,,,
Business Software Generalists,Price to Value,6,5.387972272,Oracle Analytics Cloud,7.592899408,2,2,,,
Business Software Generalists,Price to Value,6,5.387972272,SAP Analytics Cloud,2.953846154,10,2,,,
Business Software Generalists,Price to Value,6,5.387972272,SAP BO BI,2.775421029,11,2,,,
Business Software Generalists,Price to Value,6,5.387972272,Serviceware Perf.,7.816568047,1,2,,,
Business Software Generalists,Price to Value,6,5.387972272,Tableau,2.125443787,12,2,,,
Business Software Generalists,Price to Value,6,5.387972272,Zoho Analytics,6.626073678,6,2,,,
Business Software Generalists,Recommendation,7,4.68952878,IBM Cog. Analytics,1.751376147,12,2,,,
Business Software Generalists,Recommendation,7,4.68952878,IBM Plan. Analytics,7.440366972,3,2,,,
Business Software Generalists,Recommendation,7,4.68952878,InfoZoom,8.959021407,1,2,,,
Business Software Generalists,Recommendation,7,4.68952878,Logi Analytics,4.170832015,8,2,,,
Business Software Generalists,Recommendation,7,4.68952878,Looker,7.929357798,2,2,,,
Business Software Generalists,Recommendation,7,4.68952878,Microsoft Excel,1,13,2,,,
Business Software Generalists,Recommendation,7,4.68952878,Microsoft Power BI,4.604649838,7,2,,,
Business Software Generalists,Recommendation,7,4.68952878,Oracle Analytics Cloud,5.996836444,5,2,,,
Business Software Generalists,Recommendation,7,4.68952878,SAP Analytics Cloud,2.913124883,9,2,,,
Business Software Generalists,Recommendation,7,4.68952878,SAP BO BI,1.853211009,11,2,,,
Business Software Generalists,Recommendation,7,4.68952878,Serviceware Perf.,6.453337551,4,2,,,
Business Software Generalists,Recommendation,7,4.68952878,Tableau,2.126797207,10,2,,,
Business Software Generalists,Recommendation,7,4.68952878,Zoho Analytics,5.764962866,6,2,,,
Business Software Generalists,Vendor Support,8,5.026975139,IBM Cog. Analytics,1,13,2,,,
Business Software Generalists,Vendor Support,8,5.026975139,IBM Plan. Analytics,3.469947525,9,2,,,
Business Software Generalists,Vendor Support,8,5.026975139,InfoZoom,8.925696456,3,2,,,
Business Software Generalists,Vendor Support,8,5.026975139,Logi Analytics,7.614556996,4,2,,,
Business Software Generalists,Vendor Support,8,5.026975139,Looker,9.225562737,1,2,,,
Business Software Generalists,Vendor Support,8,5.026975139,Microsoft Excel,1.651606864,11,2,,,
Business Software Generalists,Vendor Support,8,5.026975139,Microsoft Power BI,3.967907288,7,2,,,
Business Software Generalists,Vendor Support,8,5.026975139,Oracle Analytics Cloud,7.606284823,5,2,,,
Business Software Generalists,Vendor Support,8,5.026975139,SAP Analytics Cloud,3.737371793,8,2,,,
Business Software Generalists,Vendor Support,8,5.026975139,SAP BO BI,1.582304435,12,2,,,
Business Software Generalists,Vendor Support,8,5.026975139,Serviceware Perf.,9.045642969,2,2,,,
Business Software Generalists,Vendor Support,8,5.026975139,Tableau,4.316904202,6,2,,,
Business Software Generalists,Vendor Support,8,5.026975139,Zoho Analytics,3.206890716,10,2,,,
Business Software Generalists,Implementer Support,9,6.038684226,IBM Cog. Analytics,3.419532325,12,2,,,
Business Software Generalists,Implementer Support,9,6.038684226,IBM Plan. Analytics,8.390646492,4,2,,,
Business Software Generalists,Implementer Support,9,6.038684226,InfoZoom,8.245804677,5,2,,,
Business Software Generalists,Implementer Support,9,6.038684226,Logi Analytics,6.266299862,6,2,,,
Business Software Generalists,Implementer Support,9,6.038684226,Looker,8.543111562,3,2,,,
Business Software Generalists,Implementer Support,9,6.038684226,Microsoft Excel,3.924690509,11,2,,,
Business Software Generalists,Implementer Support,9,6.038684226,Microsoft Power BI,5.24661348,8,2,,,
Business Software Generalists,Implementer Support,9,6.038684226,Oracle Analytics Cloud,8.917344004,2,2,,,
Business Software Generalists,Implementer Support,9,6.038684226,SAP Analytics Cloud,5.367860774,7,2,,,
Business Software Generalists,Implementer Support,9,6.038684226,SAP BO BI,4.652793185,9,2,,,
Business Software Generalists,Implementer Support,9,6.038684226,Serviceware Perf.,10,1,2,,,
Business Software Generalists,Implementer Support,9,6.038684226,Tableau,4.528198074,10,2,,,
Business Software Generalists,Implementer Support,9,6.038684226,Zoho Analytics,1,13,2,,,
Business Software Generalists,Product Satisfaction,10,5.541657172,IBM Cog. Analytics,1,13,2,,,
Business Software Generalists,Product Satisfaction,10,5.541657172,IBM Plan. Analytics,8.493542421,2,2,,,
Business Software Generalists,Product Satisfaction,10,5.541657172,InfoZoom,9.813686026,1,2,,,
Business Software Generalists,Product Satisfaction,10,5.541657172,Logi Analytics,5.192242866,9,2,,,
Business Software Generalists,Product Satisfaction,10,5.541657172,Looker,6.987924094,3,2,,,
Business Software Generalists,Product Satisfaction,10,5.541657172,Microsoft Excel,2.409194388,12,2,,,
Business Software Generalists,Product Satisfaction,10,5.541657172,Microsoft Power BI,5.839958309,7,2,,,
Business Software Generalists,Product Satisfaction,10,5.541657172,Oracle Analytics Cloud,5.192242866,8,2,,,
Business Software Generalists,Product Satisfaction,10,5.541657172,SAP Analytics Cloud,4.977761087,10,2,,,
Business Software Generalists,Product Satisfaction,10,5.541657172,SAP BO BI,3.94479586,11,2,,,
Business Software Generalists,Product Satisfaction,10,5.541657172,Serviceware Perf.,6.23624358,4,2,,,
Business Software Generalists,Product Satisfaction,10,5.541657172,Tableau,5.85027968,6,2,,,
Business Software Generalists,Product Satisfaction,10,5.541657172,Zoho Analytics,6.103672061,5,2,,,
Business Software Generalists,Functionality,11,5.809578882,IBM Cog. Analytics,4.96511724,11,1,,,
Business Software Generalists,Functionality,11,5.809578882,IBM Plan. Analytics,6.060409016,7,1,,,
Business Software Generalists,Functionality,11,5.809578882,InfoZoom,8.003116743,1,1,,,
Business Software Generalists,Functionality,11,5.809578882,Logi Analytics,6.285475455,5,1,,,
Business Software Generalists,Functionality,11,5.809578882,Looker,5.625654237,8,1,,,
Business Software Generalists,Functionality,11,5.809578882,Microsoft Excel,1.969099349,13,1,,,
Business Software Generalists,Functionality,11,5.809578882,Microsoft Power BI,6.131627067,6,1,,,
Business Software Generalists,Functionality,11,5.809578882,Oracle Analytics Cloud,7.879150683,2,1,,,
Business Software Generalists,Functionality,11,5.809578882,SAP Analytics Cloud,5.462195372,9,1,,,
Business Software Generalists,Functionality,11,5.809578882,SAP BO BI,3.690890922,12,1,,,
Business Software Generalists,Functionality,11,5.809578882,Serviceware Perf.,5.301909103,10,1,,,
Business Software Generalists,Functionality,11,5.809578882,Tableau,6.771823382,4,1,,,
Business Software Generalists,Functionality,11,5.809578882,Zoho Analytics,7.378056902,3,1,,,
Business Software Generalists,Dashboards,12,5.949871244,IBM Cog. Analytics,4.325260904,11,2,,,
Business Software Generalists,Dashboards,12,5.949871244,IBM Plan. Analytics,5.458255285,9,2,,,
Business Software Generalists,Dashboards,12,5.949871244,InfoZoom,7.319603196,4,2,,,
Business Software Generalists,Dashboards,12,5.949871244,Logi Analytics,8.76933369,1,2,,,
Business Software Generalists,Dashboards,12,5.949871244,Looker,6.30800107,7,2,,,
Business Software Generalists,Dashboards,12,5.949871244,Microsoft Excel,1,13,2,,,
Business Software Generalists,Dashboards,12,5.949871244,Microsoft Power BI,7.975426762,3,2,,,
Business Software Generalists,Dashboards,12,5.949871244,Oracle Analytics Cloud,5.018731603,10,2,,,
Business Software Generalists,Dashboards,12,5.949871244,SAP Analytics Cloud,6.793570091,6,2,,,
Business Software Generalists,Dashboards,12,5.949871244,SAP BO BI,3.6209671,12,2,,,
Business Software Generalists,Dashboards,12,5.949871244,Serviceware Perf.,5.721969494,8,2,,,
Business Software Generalists,Dashboards,12,5.949871244,Tableau,8.216660834,2,2,,,
Business Software Generalists,Dashboards,12,5.949871244,Zoho Analytics,6.820546147,5,2,,,
Business Software Generalists,Distribution of Reports,13,5.678502946,IBM Cog. Analytics,6.738495575,7,2,,,
Business Software Generalists,Distribution of Reports,13,5.678502946,IBM Plan. Analytics,4.472800625,9,2,,,
Business Software Generalists,Distribution of Reports,13,5.678502946,InfoZoom,6.868204804,5,2,,,
Business Software Generalists,Distribution of Reports,13,5.678502946,Logi Analytics,8.737335978,1,2,,,
Business Software Generalists,Distribution of Reports,13,5.678502946,Looker,7.12079646,4,2,,,
Business Software Generalists,Distribution of Reports,13,5.678502946,Microsoft Excel,1,13,2,,,
Business Software Generalists,Distribution of Reports,13,5.678502946,Microsoft Power BI,5.761132405,8,2,,,
Business Software Generalists,Distribution of Reports,13,5.678502946,Oracle Analytics Cloud,8.045239548,2,2,,,
Business Software Generalists,Distribution of Reports,13,5.678502946,SAP Analytics Cloud,3.951562794,10,2,,,
Business Software Generalists,Distribution of Reports,13,5.678502946,SAP BO BI,3.211253289,12,2,,,
Business Software Generalists,Distribution of Reports,13,5.678502946,Serviceware Perf.,3.60840708,11,2,,,
Business Software Generalists,Distribution of Reports,13,5.678502946,Tableau,6.777180784,6,2,,,
Business Software Generalists,Distribution of Reports,13,5.678502946,Zoho Analytics,7.528128951,3,2,,,
Business Software Generalists,Analyses & Ad Hoc Query,14,6.715045185,IBM Cog. Analytics,4.941052632,11,2,,,
Business Software Generalists,Analyses & Ad Hoc Query,14,6.715045185,IBM Plan. Analytics,8.773834586,3,2,,,
Business Software Generalists,Analyses & Ad Hoc Query,14,6.715045185,InfoZoom,9.821542228,1,2,,,
Business Software Generalists,Analyses & Ad Hoc Query,14,6.715045185,Logi Analytics,3.706766917,13,2,,,
Business Software Generalists,Analyses & Ad Hoc Query,14,6.715045185,Looker,5.736842105,9,2,,,
Business Software Generalists,Analyses & Ad Hoc Query,14,6.715045185,Microsoft Excel,4.227586207,12,2,,,
Business Software Generalists,Analyses & Ad Hoc Query,14,6.715045185,Microsoft Power BI,6.939588101,6,2,,,
Business Software Generalists,Analyses & Ad Hoc Query,14,6.715045185,Oracle Analytics Cloud,8.452631579,4,2,,,
Business Software Generalists,Analyses & Ad Hoc Query,14,6.715045185,SAP Analytics Cloud,5.141982864,10,2,,,
Business Software Generalists,Analyses & Ad Hoc Query,14,6.715045185,SAP BO BI,6.691789474,7,2,,,
Business Software Generalists,Analyses & Ad Hoc Query,14,6.715045185,Serviceware Perf.,9.634586466,2,2,,,
Business Software Generalists,Analyses & Ad Hoc Query,14,6.715045185,Tableau,6.22406015,8,2,,,
Business Software Generalists,Analyses & Ad Hoc Query,14,6.715045185,Zoho Analytics,7.0033241,5,2,,,
Business Software Generalists,Advanced Analytics,15,4.635877771,IBM Cog. Analytics,3.855659847,7,2,,,
Business Software Generalists,Advanced Analytics,15,4.635877771,IBM Plan. Analytics,5.536745567,5,2,,,
Business Software Generalists,Advanced Analytics,15,4.635877771,InfoZoom,n/a,n/a,2,,,
Business Software Generalists,Advanced Analytics,15,4.635877771,Logi Analytics,3.928465235,6,2,,,
Business Software Generalists,Advanced Analytics,15,4.635877771,Looker,3.336977311,9,2,,,
Business Software Generalists,Advanced Analytics,15,4.635877771,Microsoft Excel,1.648811189,11,2,,,
Business Software Generalists,Advanced Analytics,15,4.635877771,Microsoft Power BI,3.850360999,8,2,,,
Business Software Generalists,Advanced Analytics,15,4.635877771,Oracle Analytics Cloud,10,1,2,,,
Business Software Generalists,Advanced Analytics,15,4.635877771,SAP Analytics Cloud,5.961665739,3,2,,,
Business Software Generalists,Advanced Analytics,15,4.635877771,SAP BO BI,1.239553825,12,2,,,
Business Software Generalists,Advanced Analytics,15,4.635877771,Serviceware Perf.,2.24267337,10,2,,,
Business Software Generalists,Advanced Analytics,15,4.635877771,Tableau,5.86939176,4,2,,,
Business Software Generalists,Advanced Analytics,15,4.635877771,Zoho Analytics,8.160228411,2,2,,,
Business Software Generalists,Customer Experience,16,4.947677923,IBM Cog. Analytics,3.145080787,13,1,,,
Business Software Generalists,Customer Experience,16,4.947677923,IBM Plan. Analytics,6.997220011,3,1,,,
Business Software Generalists,Customer Experience,16,4.947677923,InfoZoom,7.422861093,2,1,,,
Business Software Generalists,Customer Experience,16,4.947677923,Logi Analytics,5.274026585,5,1,,,
Business Software Generalists,Customer Experience,16,4.947677923,Looker,5.179409441,6,1,,,
Business Software Generalists,Customer Experience,16,4.947677923,Microsoft Excel,3.967630282,8,1,,,
Business Software Generalists,Customer Experience,16,4.947677923,Microsoft Power BI,5.076533388,7,1,,,
Business Software Generalists,Customer Experience,16,4.947677923,Oracle Analytics Cloud,3.460827582,10,1,,,
Business Software Generalists,Customer Experience,16,4.947677923,SAP Analytics Cloud,3.475682171,9,1,,,
Business Software Generalists,Customer Experience,16,4.947677923,SAP BO BI,3.320804322,11,1,,,
Business Software Generalists,Customer Experience,16,4.947677923,Serviceware Perf.,7.813326282,1,1,,,
Business Software Generalists,Customer Experience,16,4.947677923,Tableau,5.965995071,4,1,,,
